id_,year,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,realinc,racecen1,relig,spkmslm,spkhomo,childs,age,educ,sex,partyid,spkath,spkrac,spkcom,spkmil,sexnow
984,2016,Yes,No,Yes,No,Yes,No,No,11115,White,Protestant,Not allowed,Allowed,4,57,12,Male,Not str republican,Allowed,Not allowed,Allowed,Not allowed,Not applicable
985,2016,Yes,Yes,Yes,No,Yes,Yes,No,74880,White,Catholic,Not allowed,Allowed,1,50,13,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
986,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,White,None,"Yes, allowed",Allowed,0,25,13,Male,"Ind,near rep",Allowed,Allowed,Allowed,Not allowed,Not applicable
987,2016,Yes,No,No,No,No,No,No,6435,White,Protestant,Not allowed,Allowed,3,59,16,Female,Not str democrat,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
988,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21060,White,Catholic,"Yes, allowed",Allowed,1,73,14,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
989,2016,Yes,No,Yes,No,No,No,No,25740,Hispanic,Catholic,Not allowed,Allowed,2,60,12,Male,Not str democrat,Allowed,Not allowed,Not allowed,Allowed,Not applicable
990,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,White,Catholic,Not applicable,Not applicable,2,66,12,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
991,2016,No,No,Yes,No,No,No,No,,Hispanic,Protestant,Not allowed,Not allowed,8,84,6,Male,Independent,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
992,2016,Yes,No,Yes,No,Yes,No,No,7605,Hispanic,Catholic,Not allowed,Not allowed,3,57,11,Female,Strong democrat,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
993,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,White,None,Not applicable,Not applicable,3,68,12,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
994,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,Catholic,"Yes, allowed",Allowed,0,35,12,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
995,2016,No,No,Yes,No,No,No,No,65520,Asian indian,Moslem/islam,Not allowed,Not allowed,0,28,16,Female,Not str republican,Not allowed,Not allowed,Allowed,Allowed,Not applicable
996,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,White,None,Not applicable,Not applicable,1,35,17,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
997,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65520,White,None,"Yes, allowed",Allowed,0,42,17,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
998,2016,Yes,No,Yes,No,Yes,No,Yes,8775,White,None,"Yes, allowed",Allowed,2,38,12,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
999,2016,No,No,No,No,No,No,No,38610,White,Catholic,"Yes, allowed",Allowed,5,69,8,Male,Not str democrat,Allowed,Allowed,Not allowed,Allowed,Not applicable
1000,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17550,White,Catholic,"Yes, allowed",Not allowed,3,68,12,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1001,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,None,Not allowed,Allowed,0,44,14,Male,Strong democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
1002,2016,Yes,No,Yes,No,Yes,No,No,38610,White,Protestant,"Yes, allowed",Allowed,2,67,16,Male,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1003,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4212,White,None,Not applicable,Not applicable,1,28,12,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1004,2016,,Yes,Yes,Yes,Yes,Yes,Yes,74880,White,Protestant,Not allowed,Allowed,3,45,20,Female,"Ind,near rep",Allowed,Not allowed,Not allowed,Allowed,Not applicable
1005,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6435,White,Protestant,Not applicable,Not applicable,0,62,16,Male,Strong republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1006,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,65520,Black or african american,Protestant,"Yes, allowed",Allowed,2,68,18,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1007,2016,No,No,Yes,No,No,No,No,38610,White,Protestant,Not allowed,Allowed,1,34,17,Female,"Ind,near dem",Allowed,Not allowed,Not allowed,Allowed,Not applicable
1008,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,White,None,Not applicable,Not applicable,1,32,19,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1009,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,White,None,"Yes, allowed",Allowed,0,24,11,Female,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
1010,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,White,None,Not applicable,Not applicable,2,31,20,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1011,2016,No,No,Yes,No,,No,No,21060,Black or african american,Protestant,Not allowed,Allowed,1,32,16,Female,Strong democrat,Not allowed,Not allowed,,Allowed,Not applicable
1012,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8775,White,Catholic,"Yes, allowed",Allowed,0,22,12,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1013,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,Black or african american,None,Not applicable,Not applicable,0,25,15,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1014,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,Black or african american,Protestant,Not applicable,Not applicable,0,34,16,Female,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1015,2016,No,No,Yes,Yes,No,No,No,5265,,Protestant,Not allowed,Not allowed,2,35,12,Female,,Allowed,Not allowed,Not allowed,Allowed,Not applicable
1016,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,Black or african american,Protestant,Not applicable,Not applicable,3,60,15,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1017,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,Catholic,"Yes, allowed",Allowed,0,64,12,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1018,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15210,Black or african american,Protestant,Not allowed,Allowed,1,26,12,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1019,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9945,White,Other,Not applicable,Not applicable,1,30,10,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1020,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,46800,White,Jewish,"Yes, allowed",Allowed,4,63,18,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1021,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,74880,White,Protestant,Not applicable,Not applicable,2,46,17,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1022,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4212,Chinese,Buddhism,Not applicable,Not applicable,0,24,14,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1023,2016,Yes,No,Yes,No,No,No,Yes,9945,White,Moslem/islam,Not allowed,Allowed,1,32,14,Male,Independent,Allowed,,Allowed,Allowed,Not applicable
1024,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7605,White,Protestant,"Yes, allowed",Allowed,0,61,17,Male,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1025,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,131676.6906,White,Protestant,Not applicable,Not applicable,2,57,19,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1026,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,White,None,"Yes, allowed",Allowed,0,40,18,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1027,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,White,None,Not applicable,Not applicable,0,42,17,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1028,2016,No,No,Yes,No,No,No,No,25740,White,Protestant,"Yes, allowed",Allowed,2,64,16,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1029,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,936,White,None,Not applicable,Not applicable,0,50,16,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1030,2016,No,No,Yes,No,Yes,No,No,56160,White,Protestant,"Yes, allowed",Allowed,1,41,20,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
1031,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,56160,White,Jewish,Not applicable,Not applicable,2,58,20,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1032,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,White,Protestant,Not applicable,Not applicable,4,71,13,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1033,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,56160,White,Catholic,Not applicable,Not applicable,2,58,18,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1034,2016,Yes,No,Yes,No,Yes,No,No,46800,White,Catholic,Not allowed,Allowed,5,55,16,Male,Other party,Allowed,Not allowed,Allowed,Allowed,Not applicable
1035,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,White,Protestant,"Yes, allowed",Allowed,2,65,17,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1036,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,74880,White,None,Not applicable,Not applicable,2,27,17,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1037,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17550,White,Buddhism,"Yes, allowed",Allowed,2,43,19,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1038,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,7605,White,None,Not applicable,Not applicable,0,29,16,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1039,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,White,None,"Yes, allowed",Allowed,2,56,16,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1040,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,None,"Yes, allowed",Allowed,3,67,20,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1041,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,46800,White,None,Not applicable,Not applicable,0,21,13,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1042,2016,Yes,No,Yes,Yes,Yes,,No,21060,White,Protestant,Not allowed,,2,69,12,Male,"Ind,near rep",,Not allowed,Not allowed,Not allowed,Not applicable
1043,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,White,Catholic,Not applicable,Not applicable,0,62,16,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1044,2016,Yes,Yes,Yes,No,Yes,No,,31590,White,None,Not allowed,Allowed,0,23,12,Female,Independent,Allowed,Not allowed,Not allowed,,Not applicable
1045,2016,Yes,No,Yes,No,Yes,No,No,74880,White,Protestant,"Yes, allowed",Allowed,1,43,16,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1046,2016,No,No,No,No,No,No,No,25740,White,Catholic,"Yes, allowed",Allowed,1,46,14,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1047,2016,Yes,No,Yes,No,Yes,No,No,65520,White,Protestant,Not allowed,Allowed,1,34,16,Male,"Ind,near dem",Allowed,Not allowed,Allowed,Allowed,Not applicable
1048,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,74880,White,None,Not applicable,Not applicable,2,40,19,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1049,2016,Yes,Yes,Yes,No,Yes,Yes,Yes,21060,White,Catholic,"Yes, allowed",Allowed,2,56,16,Male,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1050,2016,Yes,No,Yes,No,Yes,No,No,31590,White,Protestant,Not allowed,Allowed,0,25,16,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1051,2016,Yes,Yes,Yes,Yes,Yes,Yes,No,15210,White,Catholic,Not allowed,Not allowed,2,77,12,Female,"Ind,near dem",Allowed,Not allowed,Not allowed,Not allowed,Not applicable
1052,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,None,"Yes, allowed",Allowed,0,30,17,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1053,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17550,White,None,Not applicable,Not applicable,1,70,15,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1054,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21060,White,Other,"Yes, allowed",Allowed,0,70,13,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1055,2016,Yes,No,Yes,No,Yes,No,No,25740,White,Protestant,"Yes, allowed",,3,79,16,Male,"Ind,near rep",Allowed,Allowed,Allowed,Not allowed,Not applicable
1056,2016,Yes,Yes,Yes,No,Yes,No,No,9945,White,Protestant,"Yes, allowed",Allowed,1,59,16,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1057,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,65520,White,None,Not applicable,Not applicable,3,61,16,Female,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1058,2016,No,No,No,No,No,No,No,25740,White,Catholic,"Yes, allowed",Allowed,0,68,14,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
1059,2016,Yes,Yes,No,Yes,Yes,Yes,Yes,21060,Black or african american,Protestant,Not allowed,Allowed,0,29,12,Male,Strong democrat,Allowed,Not allowed,Allowed,Not allowed,Not applicable
1060,2016,,No,Yes,Yes,Yes,No,,6435,Black or african american,Protestant,"Yes, allowed",Allowed,3,31,12,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1061,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15210,White,Catholic,Not applicable,Not applicable,0,32,18,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1062,2016,No,No,Yes,No,Yes,No,No,7605,Black or african american,Protestant,Not allowed,Allowed,2,27,12,Female,Strong democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
1063,2016,Yes,No,Yes,No,Yes,No,No,9945,Black or african american,Protestant,Not allowed,Not allowed,8,47,12,Male,Not str democrat,Not allowed,Not allowed,Allowed,Allowed,Not applicable
1064,2016,Yes,No,Yes,No,Yes,No,No,11115,White,Protestant,"Yes, allowed",Allowed,1,35,14,Male,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
1065,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,21060,White,Catholic,Not applicable,Not applicable,0,54,12,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1066,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3510,Black or african american,None,"Yes, allowed",Allowed,2,54,9,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1067,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7605,Black or african american,Protestant,"Yes, allowed",Allowed,0,31,15,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1068,2016,Yes,,Yes,No,Yes,No,No,38610,White,Catholic,Not allowed,Allowed,1,55,13,Female,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
1069,2016,Yes,Yes,Yes,Yes,No,No,Yes,15210,Black or african american,Protestant,"Yes, allowed",Allowed,1,61,14,Female,Strong democrat,Not allowed,Not allowed,Not allowed,Allowed,Not applicable
1070,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,17550,White,None,"Yes, allowed",Allowed,0,26,13,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1071,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,White,Protestant,"Yes, allowed",Allowed,0,60,12,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1072,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3510,White,Protestant,Not applicable,Not applicable,2,60,9,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1073,2016,Yes,No,Yes,Yes,Yes,No,Yes,9945,White,Protestant,"Yes, allowed",Allowed,0,25,16,Male,Strong republican,Allowed,Not allowed,Allowed,Allowed,Not applicable
1074,2016,No,No,No,No,No,No,No,25740,White,Protestant,"Yes, allowed",Allowed,4,56,16,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
1075,2016,Yes,Yes,No,Yes,Yes,Yes,Yes,8775,Some other race,Protestant,Not allowed,Not allowed,3,57,12,Male,Strong democrat,Not allowed,Not allowed,Allowed,Not allowed,Not applicable
1076,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,234,Black or african american,Protestant,Not applicable,Not applicable,3,49,11,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1077,2016,Yes,Yes,Yes,Yes,Yes,,No,8775,Black or african american,Protestant,Not allowed,Allowed,7,82,10,Male,Strong democrat,Allowed,Allowed,Not allowed,Not allowed,Not applicable
1078,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15210,Black or african american,None,Not applicable,Not applicable,8,53,11,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1079,2016,No,No,Yes,No,,No,No,7605,Black or african american,None,Not allowed,Not allowed,2,22,13,Female,Strong democrat,Not allowed,Not allowed,Allowed,Not allowed,Not applicable
1080,2016,No,No,Yes,No,Yes,No,Yes,31590,Black or african american,None,Not allowed,Allowed,1,29,14,Male,Independent,Allowed,Allowed,Allowed,Not allowed,Not applicable
1081,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,38610,White,None,Not applicable,Not applicable,2,50,13,Female,Other party,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1082,2016,Yes,No,Yes,No,Yes,No,No,12870,White,Protestant,Not allowed,Allowed,1,35,16,Female,Independent,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
1083,2016,Yes,No,Yes,No,Yes,No,No,17550,White,Catholic,Not allowed,Allowed,0,56,16,Male,Not str republican,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
1084,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8775,White,None,"Yes, allowed",Allowed,6,82,12,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1085,2016,Yes,No,Yes,No,Yes,No,No,,White,Protestant,Not allowed,Not allowed,1,39,9,Male,Not str democrat,Not allowed,Allowed,Not allowed,Not allowed,Not applicable
1086,2016,,No,,No,No,No,No,25740,White,Protestant,"Yes, allowed",Allowed,3,50,8,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1087,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8775,White,Catholic,Not applicable,Not applicable,3,50,12,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1088,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,None,Not allowed,Allowed,0,22,13,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1089,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11115,White,None,"Yes, allowed",Allowed,2,52,18,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1090,2016,,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,None,"Yes, allowed",Allowed,2,66,20,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1091,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,Catholic,Not allowed,Allowed,3,38,11,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1092,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,Protestant,Not allowed,Allowed,6,39,12,Female,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
1093,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,15210,White,Protestant,Not applicable,Not applicable,0,38,11,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1094,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,74880,White,Protestant,Not applicable,Not applicable,4,62,12,Female,Strong republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1095,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38610,Black or african american,Protestant,"Yes, allowed",Allowed,4,43,14,Female,Not str democrat,Allowed,Not allowed,Allowed,Not allowed,Not applicable
1096,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,25740,White,Protestant,Not applicable,Not applicable,1,53,12,Female,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1097,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,25740,White,None,"Yes, allowed",Allowed,0,39,12,Male,Other party,Allowed,Allowed,Allowed,Allowed,Not applicable
1098,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,131676.6906,White,Other,Not applicable,Not applicable,0,23,15,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1099,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,21060,White,Catholic,"Yes, allowed",Allowed,0,69,19,Female,Strong democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
1100,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,31590,White,Catholic,Not allowed,Allowed,2,56,12,Female,Independent,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
1101,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,17550,White,Protestant,Not applicable,Not applicable,2,77,20,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1102,2016,Yes,No,Yes,Yes,No,No,Yes,6435,White,Catholic,"Yes, allowed",Allowed,6,77,12,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1103,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,White,Protestant,Not allowed,Allowed,2,61,12,Male,Strong republican,Allowed,Allowed,Allowed,Not allowed,Not applicable
1104,2016,Yes,No,Yes,No,Yes,No,No,46800,White,Catholic,"Yes, allowed",Allowed,3,39,13,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1105,2016,Yes,No,No,No,Yes,No,No,11115,Asian indian,Protestant,Not allowed,Allowed,5,83,8,Female,Not str republican,Not allowed,Not allowed,Not allowed,Not allowed,Not applicable
1106,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,Catholic,Not applicable,Not applicable,1,65,12,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1107,2016,Yes,,,Yes,Yes,No,No,74880,White,None,Not allowed,Not allowed,0,27,12,Male,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1108,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5265,Black or african american,Protestant,Not applicable,Not applicable,6,59,13,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1109,2016,Yes,No,Yes,No,Yes,No,No,31590,White,Protestant,Not allowed,Allowed,0,63,16,Female,Independent,Allowed,Not allowed,Allowed,Not allowed,Not applicable
1110,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,8775,White,Protestant,Not applicable,Not applicable,2,50,15,Male,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1111,2016,Yes,Yes,Yes,Yes,Yes,Yes,No,12870,White,Protestant,Not allowed,Allowed,0,72,12,Male,Not str democrat,Allowed,,Allowed,Not allowed,Not applicable
1112,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,White,Catholic,Not allowed,Allowed,1,42,14,Female,Independent,Allowed,,,Allowed,Not applicable
1113,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Protestant,Not allowed,Allowed,2,52,18,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1114,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,56160,White,None,"Yes, allowed",Allowed,2,75,13,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
1115,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Jewish,"Yes, allowed",Allowed,4,40,16,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1116,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,31590,White,Protestant,Not applicable,Not applicable,1,69,16,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1117,2016,Yes,Yes,Yes,Yes,Yes,Yes,Yes,131676.6906,White,Catholic,"Yes, allowed",Allowed,1,62,16,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Not applicable
1118,2016,Yes,No,Yes,No,Yes,No,No,131676.6906,White,Protestant,"Yes, allowed",Allowed,2,42,18,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
1119,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9945,White,Protestant,Not applicable,Not applicable,0,82,15,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1120,2016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,,White,Protestant,Not applicable,Not applicable,3,74,13,Female,Strong republican,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
