id_,year,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,realinc,racecen1,relig,spkmslm,spkhomo,childs,age,educ,sex,partyid,spkath,spkrac,spkcom,spkmil,sexnow
489,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24970,White,Catholic,Not applicable,Not applicable,3,33,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Man
490,2018,,,Yes,No,Yes,Yes,Yes,,White,Protestant,Not allowed,,1,31,14,Female,Strong democrat,Not allowed,Not allowed,Not allowed,Not allowed,Women
491,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,119879.4173,White,Protestant,Not applicable,Not applicable,2,46,16,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Women
492,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,119879.4173,White,Protestant,"Yes, allowed",Allowed,3,72,16,Male,Strong democrat,Allowed,Allowed,Allowed,Allowed,Man
493,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,119879.4173,White,Protestant,"Yes, allowed",Allowed,2,50,20,Female,Strong democrat,Allowed,Allowed,Allowed,Allowed,Women
494,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,119879.4173,White,Protestant,"Yes, allowed",Allowed,2,66,20,Male,Strong republican,Allowed,Allowed,Allowed,Allowed,Man
495,2018,Yes,No,Yes,No,Yes,No,No,20430,White,Protestant,Not allowed,Allowed,0,35,17,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Women
496,2018,Yes,No,Yes,Yes,Yes,No,No,7377.5,Black or african american,Protestant,Not allowed,Allowed,2,35,11,Female,Strong democrat,Allowed,Allowed,Not allowed,Allowed,Not applicable
497,2018,No,No,Yes,No,No,No,Yes,20430,Black or african american,Protestant,"Yes, allowed",Not allowed,1,33,13,Female,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Women
498,2018,Yes,No,Yes,No,Yes,No,Yes,1589,White,Catholic,Not allowed,Allowed,5,66,6,Female,Independent,Not allowed,Allowed,Not allowed,Allowed,Not applicable
499,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,14755,White,Catholic,Not applicable,Not applicable,5,53,10,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
500,2018,Yes,Yes,Yes,Yes,Yes,,Yes,37455,Black or african american,Protestant,Not allowed,Not allowed,4,37,16,Female,,Allowed,Not allowed,Not allowed,Allowed,Not applicable
501,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,37455,White,None,Not applicable,Not applicable,0,33,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Man
502,2018,No,No,Yes,No,Yes,No,No,45400,Black or african american,Catholic,"Yes, allowed",Allowed,2,28,16,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Not applicable
503,2018,No,No,Yes,No,No,No,No,45400,White,Protestant,"Yes, allowed",Allowed,1,30,16,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Women
504,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,45400,White,None,"Yes, allowed",Allowed,1,37,11,Male,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Man
505,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,72640,Filipino,None,Not applicable,Not applicable,0,38,16,Male,Not str democrat,Not applicable,Not applicable,Not applicable,Not applicable,Man
506,2018,Yes,Yes,Yes,Yes,Yes,Yes,No,20430,White,Protestant,Not allowed,Allowed,2,84,14,Male,Strong republican,Not allowed,Allowed,Not allowed,Not allowed,Not applicable
507,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,63560,White,Protestant,Not applicable,Not applicable,2,66,17,Male,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Man
508,2018,No,No,Yes,No,No,No,No,45400,Other asian,Moslem/islam,Not allowed,Allowed,0,29,16,Female,Not str democrat,Allowed,Not allowed,Not allowed,Not allowed,Not applicable
509,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,119879.4173,White,None,Not allowed,Allowed,1,39,17,Male,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Man
510,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,72640,Black or african american,Protestant,Not applicable,Not applicable,2,33,16,Female,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Women
511,2018,Yes,No,Yes,Yes,No,No,No,30645,Chinese,Catholic,Not allowed,Allowed,0,68,18,Female,"Ind,near dem",Not allowed,Not allowed,Not allowed,Not allowed,Women
512,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,White,Protestant,Not allowed,Allowed,2,70,16,Female,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
513,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12485,White,Other,Not allowed,Allowed,2,50,16,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
514,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,72640,White,Jewish,"Yes, allowed",Allowed,2,54,17,Male,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
515,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,119879.4173,White,Catholic,"Yes, allowed",Allowed,2,45,16,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
516,2018,Yes,No,Yes,No,No,No,No,119879.4173,White,Protestant,Not allowed,Allowed,1,48,14,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Women
517,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54480,White,Protestant,"Yes, allowed",Allowed,2,73,16,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Man
518,2018,Yes,,Yes,,Yes,,,14755,White,Protestant,Not allowed,Allowed,1,77,18,Female,Not str democrat,Allowed,Not allowed,Allowed,Allowed,Not applicable
519,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,54480,White,Protestant,Not allowed,Allowed,1,59,16,Female,Not str democrat,Allowed,Allowed,Allowed,Allowed,Women
520,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,24970,White,Protestant,Not applicable,Not applicable,2,72,12,Male,Strong republican,Not applicable,Not applicable,Not applicable,Not applicable,Man
521,2018,No,No,Yes,Yes,Yes,No,No,37455,White,Protestant,"Yes, allowed",Allowed,6,68,18,Male,Not str republican,Allowed,Allowed,Allowed,Allowed,Man
522,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30645,White,Protestant,Not applicable,Not applicable,1,60,12,Female,Strong republican,Not applicable,Not applicable,Not applicable,Not applicable,Women
523,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,54480,White,Protestant,Not applicable,Not applicable,3,63,12,Male,Other party,Not applicable,Not applicable,Not applicable,Not applicable,Man
524,2018,Yes,No,Yes,No,Yes,No,No,7377.5,White,Protestant,"Yes, allowed",Allowed,0,45,14,Male,,Allowed,Not allowed,Allowed,Allowed,Not applicable
525,2018,No,No,Yes,No,No,No,No,119879.4173,White,Protestant,"Yes, allowed",Allowed,4,35,13,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Women
526,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,9647.5,White,Protestant,Not applicable,Not applicable,2,22,12,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Women
527,2018,,No,,No,,No,,,White,Protestant,"Yes, allowed",Allowed,3,36,12,Female,Independent,Allowed,Allowed,Allowed,Allowed,Not applicable
528,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,4086,White,Protestant,Not applicable,Not applicable,4,76,13,Female,Not str republican,Not applicable,Not applicable,Not applicable,Not applicable,Women
529,2018,No,No,No,No,No,No,No,30645,White,Protestant,"Yes, allowed",Allowed,2,61,12,Female,Not str republican,Allowed,Allowed,Allowed,Allowed,Not applicable
530,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,24970,White,Protestant,"Yes, allowed",Allowed,1,56,12,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Women
531,2018,No,No,Yes,No,Yes,No,No,1589,Black or african american,Protestant,Not allowed,Allowed,0,26,12,Female,Strong democrat,Allowed,Not allowed,Not allowed,Allowed,Not applicable
532,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,6242.5,Black or african american,Protestant,Not applicable,Not applicable,6,59,13,Male,Strong democrat,Not applicable,Not applicable,Not applicable,Not applicable,Man
533,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,20430,Black or african american,Protestant,Not applicable,Not applicable,1,55,12,Male,"Ind,near dem",Not applicable,Not applicable,Not applicable,Not applicable,Man
534,2018,Yes,No,Yes,No,Yes,No,No,54480,White,Protestant,"Yes, allowed",Allowed,2,57,18,Male,Strong republican,Allowed,Allowed,Allowed,Allowed,Man
535,2018,Yes,,Yes,Yes,Yes,Yes,Yes,119879.4173,White,Catholic,"Yes, allowed",Allowed,3,59,14,Female,Strong republican,Allowed,Allowed,Allowed,Allowed,Not applicable
536,2018,No,No,No,No,No,No,No,10782.5,White,Protestant,Not allowed,Allowed,0,33,14,Female,Other party,Allowed,Not allowed,,Allowed,Women
537,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,227,Hispanic,Catholic,Not applicable,Not applicable,6,75,2,Female,Independent,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
538,2018,Yes,Yes,Yes,Yes,Yes,Yes,No,119879.4173,White,Protestant,Not allowed,Allowed,2,61,18,Male,Not str republican,Allowed,Not allowed,Allowed,Allowed,Not applicable
539,2018,Yes,No,Yes,No,Yes,No,No,24970,White,Protestant,"Yes, allowed",Allowed,3,39,13,Female,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Women
540,2018,No,No,No,No,No,No,No,30645,White,Protestant,Not allowed,Allowed,2,38,12,Female,"Ind,near rep",Allowed,Allowed,Allowed,Allowed,Not applicable
541,2018,Yes,Yes,Yes,Yes,Yes,Yes,Yes,45400,White,Protestant,"Yes, allowed",Allowed,2,49,17,Female,"Ind,near dem",Allowed,Allowed,Allowed,Allowed,Women
542,2018,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,119879.4173,White,Protestant,Not applicable,Not applicable,2,71,16,Male,"Ind,near rep",Not applicable,Not applicable,Not applicable,Not applicable,Man
543,2018,Yes,No,Yes,No,Yes,,No,45400,Black or african american,Protestant,Not allowed,Allowed,0,47,16,Male,Strong democrat,Allowed,Allowed,Not allowed,Not allowed,Not applicable
544,2018,Yes,Yes,Yes,No,Yes,No,Yes,119879.4173,Some other race,None,Not allowed,Allowed,4,52,13,Male,"Ind,near dem",Allowed,Not allowed,Not allowed,Not allowed,Man
